cor;time;raccoons_bought
55.738313 37.622046;442309044;2
55.793085 37.458076;441820952;1
55.695758 37.565147;442154065;0
55.697919 37.535628;442343365;1
55.656052 37.612039;441847045;4
55.732996 37.698654;441805013;2
55.682706 37.66132;442113490;5
55.819545 37.643812;442225158;3
55.695403 37.567123;441915053;4
55.675961 37.571255;442119303;3
55.841402 37.586877;441829106;80
55.750261 37.605607;441935289;4
55.749785 37.763962;441951264;1
55.674621 37.582673;442098722;0
55.692044 37.555247;442200982;3
55.755029 37.626717;442214792;0
55.764921 37.609272;442144810;0
55.811619 37.650109;442125076;2
55.723197 37.622747;441795588;1
55.738495 37.620438;441947273;2
55.777803 37.669693;442332919;2
55.754 37.669288;442031419;4
55.893657 37.520752;442074307;3
55.70494 37.569791;441812309;5
55.711655 37.581496;442231480;4
55.702368 37.736294;441791409;0
55.869698 37.46714;441831345;1
55.673148 37.568982;442163092;0
55.757121 37.378225;441930531;4
55.695758 37.565147;442092468;0
55.797645 37.450324;442109258;3
55.651018 37.651645;442048287;5
55.694718 37.536562;441831092;4
55.786298 37.572306;442147165;2
55.779044 37.605939;441996669;3
55.564246 37.599004;441948265;3
55.774593 37.629277;442258360;1
55.688969 37.572621;441775403;2
55.800064 37.700361;441797422;4
55.753463 37.608751;442019894;0
55.778067 37.730473;441806729;5
55.695641 37.560161;442297782;1
55.766754 37.566395;442346915;2
55.771727 37.597953;442268054;3
55.808108 37.520042;442066540;4
55.754633 37.646013;442309325;3
55.733406 37.570384;441882391;2
55.710398 37.590219;442291028;1
55.653492 37.644746;442276501;2
55.750444 37.645223;441899638;2
55.719911 37.86531;442203403;4
55.688969 37.572621;441963009;3
55.68534 37.55116;442119032;0
55.756189 37.61141;441934172;85
55.776462 37.593956;441880066;3
55.801172 37.478118;442327490;5
55.753372 37.652463;442051999;5
55.785053 37.741863;441956946;2
55.803292 37.460008;442086068;0
55.71057 37.577561;441975493;1
55.809378 37.51565;441905249;5
55.741394 37.729008;442058765;4
55.741774 37.683922;442100313;2
55.649703 37.671849;441841482;2
55.578788 37.673313;441841933;0
55.70494 37.569791;442051242;2
55.674813 37.567617;441950614;5
55.800215 37.53879;441940899;0
55.801136 37.526959;442290621;2
55.757237 37.654457;441945977;2
55.737785 37.644549;442150441;0
55.703834 37.648043;441980084;0
55.785665 37.48402;441855601;2
55.791309 37.763081;442054276;4
55.757237 37.654457;442168864;152
55.756791 37.648528;441978264;4
55.747601 37.590246;442315665;0
55.727339 37.532277;442301595;2
55.613346 37.612587;441906512;4
55.69731 37.532107;442231904;4
55.766238 37.651951;442060152;3
55.767311 37.613593;442164529;3
55.803413 37.706155;441845098;5
55.885807 37.556307;442033905;5
55.754704 37.713342;442017843;4
55.681767 37.516575;442036328;79
55.754877 37.589437;442029592;2
55.649865 37.672343;442364749;0
55.779044 37.605939;441833398;1
55.693038 37.579654;441784037;4
55.762667 37.664707;441996776;0
55.755348 37.759524;442266157;4
55.771332 37.465613;442143411;2
55.650764 37.539131;441790438;3
55.75357 37.610143;441777115;2
55.801607 37.462343;442331770;3
55.6942 37.565057;441982856;4
55.765954 37.652876;441860355;3
55.623402 37.668848;442032469;2
55.803631 37.552894;442057766;5
55.666431 37.575343;442279669;0
55.649296 37.672459;442310014;0
55.7389 37.621282;442222561;3
55.728145 37.452085;442136549;4
55.8023 37.459092;441840974;3
55.677661 37.586895;441925258;4
55.732839 37.622306;442319947;3
55.7931 37.462873;441921461;5
55.979833 37.398455;442161259;0
55.771591 37.692213;441887243;1
55.700217 37.529304;441799517;4
55.783084 37.60187;442092803;5
55.741394 37.729008;441945238;4
55.784769 37.704251;441793846;2
55.753534 37.698277;442334351;2
55.733609 37.591683;442043035;5
55.783084 37.60187;442110479;1
55.837444 37.443129;441849878;0
55.695758 37.565147;441799063;2
55.745007 37.664437;442231923;0
55.673296 37.480067;442337376;5
55.765194 37.70921;441969468;1
55.818144 37.706982;441883610;5
55.779044 37.605939;442129627;3
55.712071 37.592321;442293158;4
55.762277 37.568165;441956725;0
55.822979 37.526726;441935702;5
55.756457 37.610691;441782878;2
55.68534 37.55116;441958650;4
55.85869 37.640381;441987817;0
55.813374 37.478881;442015422;1
55.695758 37.565147;442004325;4
55.66369 37.544872;442364977;4
55.70494 37.569791;442039401;3
55.808002 37.635853;442260381;0
55.720509 37.593471;441838289;5
55.673148 37.568982;442343454;2
55.736574 37.644666;442087718;3
55.739123 37.622558;442232803;1
55.673818 37.598106;442312244;2
55.774593 37.629277;442342366;2
55.70421 37.621202;441830108;0
55.62945 37.621723;442092800;1
55.703373 37.523582;442042778;2
55.727339 37.532277;442356611;5
55.782491 37.580472;441997718;3
55.677844 37.58597;441950939;3
55.802528 37.463907;441883489;3
55.700162 37.569441;442214569;2
55.698767 37.579196;442244161;0
55.732996 37.698654;442215675;2
55.697919 37.535628;441906958;2
55.673296 37.480067;441906097;0
55.856851 37.506352;442328065;3
55.716017 37.568228;442081904;1
55.809378 37.51565;442037525;5
55.747044 37.591234;442291372;5
55.807015 37.622315;441793692;2
55.647534 37.509999;441805212;3
55.807041 37.660961;441839185;5
55.656407 37.553361;441955323;0
55.781534 37.714483;441963274;1
55.798318 37.451348;441850674;2
55.860282 37.658437;442084686;4
55.671158 37.755266;441844012;2
55.703834 37.648043;441989351;0
55.793267 37.464365;442255552;0
55.646848 37.510233;442082993;0
55.860282 37.658437;442071623;0
55.792989 37.462334;442309822;5
55.741394 37.729008;442209035;77
55.639984 37.523088;442125181;5
55.625984 37.619396;442046901;2
55.784091 37.72952;441976130;5
55.765194 37.70921;442026600;0
55.793303 37.694639;442035050;5
55.799482 37.460601;441980666;1
55.706528 37.518506;441806966;1
55.660084 37.520752;442257012;2
55.721508 37.775811;442006076;0
55.824607 37.426339;441888219;4
55.809378 37.51565;442236275;0
55.739123 37.622558;442180111;4
55.71057 37.577561;442211275;3
55.695758 37.565147;442162013;2
55.766557 37.648762;441810173;0
55.762718 37.679071;442146944;86
55.752724 37.652463;441949639;2
55.738824 37.633266;442183481;2
55.735251 37.569297;442188228;3
55.745007 37.664437;442133185;2
55.763478 37.662066;441880667;1
55.753316 37.704916;441928428;3
55.732611 37.566746;441963938;0
55.807719 37.482933;442268015;4
55.784708 37.628163;441797741;4
55.785665 37.627077;442094140;440
55.858205 37.43357;442183577;0
55.656158 37.607969;442208068;5
55.656158 37.607969;442247556;3
55.815494 37.575396;442281232;3
55.832894 37.4266;442100031;4
55.747024 37.665623;442355550;3
55.771591 37.692213;442228469;2
55.733619 37.661275;442088042;3
55.792478 37.473761;441988849;4
55.867738 37.441116;441875935;1
55.746056 37.593542;442138833;4
55.675093 37.569342;442320420;0
55.765974 37.684596;441944189;2
55.798743 37.44921;441936186;3
55.675961 37.571255;442055505;3
55.814108 37.717321;442284362;2
55.661394 37.555436;441791822;3
55.646899 37.479699;442235917;3
55.769919 37.690507;442217480;4
55.70386 37.524758;442264943;3
55.73404 37.432358;441837223;1
55.71057 37.577561;442202623;1
55.801607 37.462343;442147955;2
55.801364 37.477085;442022410;2
55.733472 37.566844;442027246;2
55.720626 37.725361;441786240;1
55.700162 37.569441;442196341;0
55.762753 37.794999;442116406;4
55.646899 37.479699;442301070;3
55.749785 37.763962;442044533;3
55.712016 37.588647;442034594;2
55.651018 37.651645;441805879;1
55.759106 37.548788;441921260;5
55.782658 37.584101;442015780;1
55.70038 37.575334;442185154;4
55.680037 37.757278;441775444;14
55.80655 37.504708;441958146;3
55.61601 37.623384;442340524;1
55.764729 37.55478;442310764;2
55.806241 37.652741;442143098;1
55.705458 37.550926;442008045;2
55.757121 37.378225;441763299;3
55.825391 37.423375;442158450;1
55.736995 37.690489;442119213;1
55.785665 37.48402;442218971;4
55.645492 37.508463;442010492;3
55.681767 37.516575;441823583;184
55.766643 37.602373;441919665;1
55.818144 37.706982;441846750;2
55.746056 37.593542;442081312;4
55.720509 37.593471;442179681;0
55.694769 37.564383;441835790;4
55.860943 37.486409;441990958;1
55.745199 37.645133;442294149;24
55.798318 37.451348;442016984;2
55.753311 37.580661;441853245;4
55.765974 37.684596;442028259;1
55.683249 37.487397;442091130;3
55.789512 37.545959;442019737;2
55.717538 37.446183;442036434;5
55.645563 37.506828;442288541;3
55.774056 37.583176;441853795;0
55.775996 37.505939;442275202;4
55.802255 37.462119;441822004;0
55.770841 37.589374;442353384;0
55.661917 37.602436;442210742;2
55.773565 37.526061;442130161;2
55.800974 37.46476;441891549;4
55.727531 37.616917;442256889;0
55.787573 37.624992;442153946;1
55.738824 37.633266;441993991;5
55.700162 37.569441;442361171;3
55.674813 37.567617;441906684;0
55.765194 37.70921;441817598;2
55.715023 37.862157;442045963;0
55.783342 37.602346;442193400;1
55.807015 37.622315;441825047;4
55.70455 37.56998;442131156;1
55.630345 37.614608;442233074;4
55.718851 37.779835;441861732;1
55.821821 37.570743;442119887;5
55.756791 37.648528;442330309;4
55.765691 37.651223;441953713;0
55.752151 37.648843;441883648;0
55.789512 37.545959;442278192;1
55.630345 37.614608;442320558;3
55.830624 37.677185;442091112;5
55.727212 37.583598;442318233;0
55.791491 37.459909;441914184;3
55.665741 37.620312;442029647;1
55.801364 37.477085;441887867;3
55.86352 37.539464;442273308;4
55.646848 37.510233;441888767;4
55.653878 37.528927;442262072;2
55.732869 37.566925;441980573;2
55.76442 37.679457;442191984;1
55.70038 37.575334;442293473;380
55.732996 37.698654;442109883;3
55.762277 37.568165;441998426;0
55.673148 37.568982;442317082;0
55.756184 37.655499;441842895;0
55.7389 37.621282;442174381;3
55.657499 37.645214;441973569;4
55.736995 37.690489;442129839;0
55.810299 37.504079;442236025;2
55.753443 37.636284;442023171;4
55.670153 37.582987;441964824;4
55.737253 37.695645;442012374;1
55.755348 37.759524;441885079;1
55.738824 37.633266;441855599;5
55.853976 37.569351;442168453;0
55.774862 37.712012;441810505;5
55.78973 37.508014;442288249;4
55.663644 37.527723;442200082;4
55.767291 37.59083;442155828;3
55.771393 37.567392;441946550;3
55.704874 37.585359;442082491;1
55.711655 37.581496;442308722;2
55.801491 37.779871;442298731;2
55.757024 37.750784;441834897;5
55.77711 37.51962;442352536;1
55.619284 37.609919;441825449;2
55.791491 37.459909;442023150;3
55.697564 37.565838;442286072;1
55.740852 37.593435;442145669;0
55.663644 37.527723;441933466;0
55.649865 37.672343;441845620;2
55.681767 37.516575;442132623;3
55.695758 37.565147;442036747;0
55.77511 37.54665;441948899;1
55.769135 37.63933;442363122;1
55.745245 37.670771;441930000;3
55.755029 37.737057;442027233;0
55.782466 37.663961;441881080;0
55.792999 37.460664;442035906;3
55.685792 37.616449;442338414;3
55.697919 37.535628;442176046;4
55.71234 37.589698;442002720;2
55.580889 37.556056;442190425;16
55.617708 37.614554;442255141;5
55.70386 37.524758;441779968;1
55.716017 37.568228;442084209;0
55.772102 37.650675;441944311;1
55.654376 37.554618;442140323;5
55.692044 37.555247;441822207;69
55.784769 37.704251;442242815;3
55.800949 37.45955;442084492;1
55.757024 37.750784;441956346;1
55.791025 37.464419;442255294;2
55.763457 37.796687;442209388;1
55.798384 37.580589;441904446;0
55.702165 37.561958;441991073;4
55.755794 37.589105;441788986;1
55.818877 37.618354;442071935;3
55.78403 37.610727;441795455;5
55.782466 37.663961;441826085;2
55.801172 37.478118;442296510;3
55.675093 37.569342;441956194;4
55.766754 37.566395;441774221;5
55.763579 37.623798;441978874;4
55.695641 37.560161;442110516;0
55.661917 37.602436;441861695;4
55.733827 37.569899;442003200;5
55.839117 37.5486;442233586;5
55.732996 37.698654;442051168;50
55.754877 37.589437;442041972;2
55.885807 37.556307;441781794;3
55.64634 37.507475;441853607;5
55.575907 37.677535;442099352;42
55.666431 37.575343;441807119;5
55.647153 37.509478;442084723;0
55.647534 37.509999;442150878;0
55.745007 37.664437;442010473;4
55.693145 37.546525;442285012;2
55.762667 37.635206;441782468;4
55.703834 37.648043;441958006;0
55.652781 37.53367;442082542;0
55.700334 37.571597;442282913;4
55.856851 37.506352;442101397;0
55.824607 37.426339;442232273;5
55.830538 37.676295;441840433;5
55.705458 37.550926;442021325;1
55.740517 37.528963;442325806;2
55.760864 37.712246;441970820;3
55.747368 37.719046;441879918;3
55.825391 37.423375;442339546;4
55.801379 37.474695;442225675;0
55.671331 37.445814;442033843;3
55.763675 37.506073;441994207;4
55.815989 37.570114;442067175;2
55.648748 37.668992;442128640;0
55.802179 37.463206;441932575;0
55.676712 37.568884;441939515;0
55.744607 37.671238;442350607;2
55.807041 37.660961;442113442;4
55.763711 37.553855;442151863;1
55.800433 37.461724;442268465;3
55.792635 37.462469;442146806;1
55.747368 37.719046;441902199;0
55.665584 37.543704;441793369;60
55.745032 37.602669;441786807;4
55.893657 37.520752;441865756;3
55.809054 37.572351;442334777;5
55.756189 37.61141;442194432;4
55.647275 37.508715;441785374;0
55.708663 37.576079;441780079;0
55.77511 37.54665;442185053;0
55.698767 37.579196;442065282;3
55.822979 37.526726;442258353;0
55.616381 37.76371;442067791;296
55.761102 37.653352;442261807;0
55.685792 37.616449;442152070;5
55.623402 37.668848;442088710;1
55.77797 37.631631;442126005;5
55.739868 37.530301;442180916;0
55.871203 37.51953;442250338;3
55.698767 37.579196;441905910;1
55.801136 37.526959;442223576;3
55.797943 37.451761;442039479;0
55.692044 37.555247;441794351;2
55.783084 37.60187;441815446;0
55.753316 37.704916;442279242;5
55.700923 37.542644;442138140;1
55.75282 37.652948;442124678;1
55.751918 37.64922;442016966;1
55.801703 37.464347;442137017;2
55.76331 37.586706;441881897;0
55.841316 37.585053;442109211;4
55.791025 37.464419;442103606;0
55.70386 37.524758;441963126;0
55.69731 37.532107;442038371;1
55.848069 37.379672;442359925;0
55.827257 37.413188;442362002;2
55.718851 37.779835;441980298;1
55.69347 37.560763;442357620;5
55.642972 37.674472;442321012;4
55.702987 37.53093;441990934;2
55.654376 37.554618;442101159;0
55.732996 37.698654;441782376;1
55.647737 37.669917;441955276;5
55.844753 37.500926;442153272;2
55.825532 37.503405;442203942;2
55.720697 37.672549;441826659;4
55.649164 37.671049;442267267;2
55.753534 37.698277;442080291;5
55.647163 37.669513;441803964;2
55.815539 37.5183;441923157;32
55.650734 37.538341;441913899;1
55.781534 37.714483;442176409;5
55.797113 37.610718;441784363;3
55.675961 37.571255;441796693;4
55.771591 37.692213;442325977;4
55.650764 37.539131;442097516;1
55.752095 37.66512;441972246;1
55.831524 37.681425;441812209;3
55.759106 37.548788;442080949;0
55.786657 37.61565;441950774;0
55.78403 37.610727;441881071;4
55.743355 37.665587;441995723;0
55.754877 37.611904;442211568;3
55.698482 37.572064;442202952;75
55.650048 37.671885;441914671;4
55.71625 37.694971;441808353;3
55.789709 37.707413;442243667;4
55.819929 37.528882;442365198;0
55.746578 37.585188;441986065;2
55.712016 37.588647;442183717;2
55.710398 37.590219;441967591;4
55.731288 37.576151;442034236;0
55.760201 37.712488;441984227;2
55.693145 37.546525;442281298;5
55.625984 37.619396;442057121;0
55.759106 37.548788;442266884;2
55.78978 37.732341;441780897;4
55.764146 37.633598;441795825;5
55.782537 37.604017;442328074;4
55.791754 37.465667;441805939;5
55.791309 37.763081;442127558;2
55.745093 37.664815;441888460;0
55.650764 37.539131;441770959;5
55.645862 37.508337;442229327;3
55.789709 37.707413;442163668;5
55.649296 37.672459;442202121;4
55.773702 37.59922;441871179;0
55.799902 37.531316;441778601;1
55.686848 37.55116;441887599;0
55.763711 37.553855;442095287;0
55.819545 37.643812;441893719;0
55.819929 37.528882;441966538;2
55.802341 37.529151;441992890;0
55.693363 37.567644;442244133;3
55.86352 37.539464;442189879;2
55.705458 37.550926;442295638;2
55.753534 37.698277;441811194;3
55.702368 37.736294;442158067;2
55.802148 37.482088;442220105;4
